"","Title","Unit","Area","Price","Type","Decoration","Floor","Orientation","Add"
"567","国企巨作法式纯别墅区 未来科技城 一路之隔半刻钟达望京",39333,"330","1298","5室3厅5卫","毛坯","共5层","南向","国瑞熙墅-北七家二手房出售-北七家东路"
"568","清智出品|西环里一层精装3居采光好诚心出售",33818,"116","395","3室2厅1卫","精装修","低层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"569","中海尚湖世家 精装叠墅 即住 业主诚心出售 只有契税",45454,"220","1000","5室3厅4卫","精装修","共2层","南向","中海尚湖世家-沙河镇二手房出售-于新庄路"
"570","业主来电 厂区急需资金扩张 因此急售房子 眞实靠谱房源 急售",40000,"240","960","4室1厅3卫","精装修","共4层","南向","中海尚湖世家-沙河二手房出售-于新庄路"
"571","中海尚湖世家联排别墅 买到即挣到 低于市场价200万",37142,"350","1300","4室3厅4卫","毛坯","共4层","南北向","中海尚湖世家-沙河镇二手房出售-于新庄路"
"572","温哥华森林独栋 送全新装修 北**南花园400平",38793,"386","1500","5室3厅4卫","精装修","共1层","南向","温哥华森林-北七家二手房出售-立汤路"
"573","只需要几天，这套房子就会下架，如果你不买，就把机会留给了别人",27333,"45","123","1室1厅1卫","精装修","高层（共6层）","南北向","南厂住宅中区-南口二手房出售-西民路"
"574","本周我和业主聊三次真的房源 一期贰仟万内仅有靠谱卖 独栋别墅",39189,"370","1450","4室2厅4卫","精装修","共3层","南向","香江别墅-阳坊二手房出售-镇百葛路366号"
"575","出售白各庄精装三居室 户型好  南北通透 随时看房",21052,"95","200","3室1厅1卫","精装修","中层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"576","昌平凯德麓语 大独栋团勾白菜价 火热报名中",27777,"630","1750","5室3厅5卫","精装修","共3层","南向","凯德麓语-兴寿二手房出售-怀昌路"
"577","好房源地铁昌平线 东西三居  自住精装 满五年",44871,"78","350","3室1厅1卫","精装修","低层（共18层）","东西向","北街家园六区-沙河二手房出售-西三路"
"578","西环里，全部信息，首付不到70万，曾送面积，针实房源",39795,"49","195","2室1厅1卫","精装修","共5层","南向","西环里-昌平县城二手房出售-西环路"
"579","六环里昌平小汤山精品小院158万一套，古香古色老北京风格",6583,"240","158","3室2厅2卫","精装修","共1层","南北向","颐园四合院-小汤山二手房出售-九华山庄南2000米"
"580","典雅庄园，104平米，南北通透，平层两居，300万，满五唯一",28846,"104","300","2室2厅2卫","精装修","中层（共9层）","南北向","典雅庄园-小汤山二手房出售-顺沙路81号"
"581","温泉花园精装修三居，明厨明卫，325万无税.业主急售",31862,"102","325","3室2厅2卫","精装修","高层（共6层）","南北向","温泉花园B区-北七家二手房出售-北七家往北三公里"
"582","与她一生浪迹天涯 四海为家，不如给她寒舍两间 共度芳华",38514,"58","225","2室1厅1卫","精装修","中层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"583","蓬莱公寓西区 2室出售 户型方正 南北通透朝向",30692,"130","399","2室2厅2卫","精装修","共5层","南北向","蓬莱公寓-北七家二手房出售-立汤路"
"584","纳帕澜郡高层139平米440万，交通便利，环境优美",31654,"139","440","3室2厅2卫","豪华装修","高层（共14层）","南北向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"585","西环里 两居精装 随时看房 有钥匙 欲购从速",39000,"50","195","2室1厅1卫","精装修","共5层","南向","西环里-昌平县城二手房出售-西环路"
"586","县城买洋房不如来看独栋 花园300多平米 周边配套成熟",33595,"381","1280","5室5厅3卫","精装修","共2层","南北向","观山悦别墅-昌平县城二手房出售-水库路19号"
"587","纳帕溪谷 南北通透 四居 带花园 带地下 有钥匙 看房方便",44326,"282","1250","4室2厅4卫","精装修","共3层","南北向","纳帕溪谷-小汤山二手房出售-沙顺路68号"
"588","朱辛庄地铁旁，位置好，总价低，返租1500，总价仅14万起！",39729,"37","147","1室1卫","精装修","低层（共6层）","南北向","朱辛庄北区-沙河镇二手房出售-朱辛庄东路"
"589","新房南口特价别墅200平158万 景区观山独栋别墅 环境好",20000,"100","200","4室2厅3卫","毛坯","共3层","南北向","南口别墅-南口二手房出售-亭北路"
"590","业主来电 急售急售 再次降价 190万 不墨迹的直接签合同",23529,"85","200","2室2厅1卫","精装修","中层（共9层）","南北向","新郝家园-昌平县城二手房出售-南郝庄路"
"591","马上3万青年社区，24平20万，30平22万，赶快下手",39729,"37","147","1室1厅1卫","精装修","低层（共6层）","南北向","朱辛庄北区-沙河镇二手房出售-朱辛庄东路"
"592","宏福苑小区 临近水城 精装修 采光好 交通便利 ！！",20300,"133","270","3室1厅2卫","精装修","中层（共18层）","东南向","北京城建畅悦...-北七家二手房出售-平西府中路1号"
"593","西环里小区 精装两居室 南北通透 中间楼层",37931,"58","220","2室1厅1卫","精装修","中层（共6层）","南向","西环里-昌平县城二手房出售-西环路"
"594","希望源于失望，奋斗始于忧患适合的房子在于一个懂你的经纪人",34604,"341","1180","5室3厅4卫","豪华装修","共2层","南北向","顺驰林溪-沙河镇二手房出售-顺沙路"
"595","白各庄新村 精装修 南北通透 中间层 采光好 交通便利",23066,"75","173","2室1厅1卫","简单装修","高层（共19层）","南北向","羊各庄新村-北七家二手房出售-定泗路"
"596","中海尚湖世家 叠拼别墅 精装修 仅售960万 业主诚信出售",43636,"220","960","4室2厅4卫","精装修","共3层","南向","中海尚湖世家-沙河二手房出售-于新庄路"
"597","昌平南邵 宜山居联排别墅 边户型 看房随时",37864,"206","780","4室2厅3卫","精装修","共3层","南向","宜山居-百善二手房出售-南金路7号"
"598","燕平家园 南北通透 采光好 视野好",37914,"147","560","3室2厅2卫","精装修","中层（共15层）","南向","燕平家园-昌平县城二手房出售-东环路"
"599","西环里东南两居室户型方正采光好无遮挡",36246,"65","236","2室1厅1卫","精装修","中层（共6层）","东南向","西环里-昌平县城二手房出售-西环路"
"600","玫瑰园景观位置 劳伦逊河源头 邻水大独栋 位置非常好诚心出售",45845,"698","3200","5室3厅4卫","豪华装修","共2层","南北向","北京玫瑰园-沙河二手房出售-高教园中街"
"601","昌平小汤山 金科帕提欧 电梯洋房 温泉进户 南北新装全送 满",38659,"97","375","2室2厅1卫","精装修","中层（共9层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"602","典雅庄园 底跃 上下两层南北通透 三居 满五唯一小区位置好",29230,"130","380","3室2厅2卫","精装修","低层（共9层）","南北向","典雅庄园-小汤山二手房出售-顺沙路81号"
"603","业主急售白各庄三居室 电梯房 楼层好户型好   随时看房",19902,"103","205","3室1厅1卫","精装修","高层（共19层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"604","巩华家园红楼85平米220万，南北通透，急售仅此一套",25882,"85","220","2室1厅1卫","简单装修","中层（共18层）","南北向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"605","白各庄一层56平米加地下室56平米155万成心出售性价比高",16800,"100","168","1室1厅1卫","简单装修","低层（共18层）","南向","羊各庄新村-北七家二手房出售-定泗路"
"606","朝阳立水桥精装修公寓65万一套，紧邻地铁站，配套全，物美价廉",40000,"30","120","2室1厅1卫","精装修","共3层","南向","立水桥北里-立水桥二手房出售-立汤路"
"607","香江别墅区 一期独栋中性价比ZUI高的一套 仅售1450万",40277,"360","1450","4室2厅4卫","精装修","共3层","南向","香江别墅-阳坊二手房出售-镇百葛路366号"
"608","西环里 格局方正  南北朝向两居",37522,"55","209","2室1厅1卫","精装修","低层（共6层）","南向","西环里-昌平县城二手房出售-西环路"
"609","公积金评估1998年，房龄新，中间楼层三层，看房方便",32258,"65","210","2室1厅1卫","简单装修","中层（共6层）","东南向","西环里-昌平县城二手房出售-西环路"
"610","伊舍小镇 复式出售 户型方正 实际使用面积180平200万",19354,"155","300","4室2厅2卫","精装修","共5层","南北向","伊舍小镇北区-南口二手房出售-宏斋路"
"611","南口南厂西区 新楼新户型 南北通透 双阳台 全明格局",28215,"76","215","2室1厅1卫","精装修","高层（共6层）","南北向","南厂住宅西区-南口二手房出售-西民路"
"612","业主急售白各庄精装二居室 电梯房 户型好 随时看房",20266,"75","152","2室1厅1卫","精装修","高层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"613","昌平硅谷soho 每平米26000 新开盘",52631,"38","200","1室1厅1卫","精装修","低层（共12层）","南北向","花雨汀-昌平县城二手房出售-中兴路17号"
"614","西环里 使用面积大 房龄新 首付低 看房有钥匙",44000,"45","198","2室1厅1卫","精装修","低层（共6层）","南向","西环里-昌平县城二手房出售-西环路"
"615","温哥华森林，一步一精彩，出自国际设计师之手，精细到每一细解",53061,"392","2080","5室2厅4卫","豪华装修","共3层","南北向","温哥华森林-北七家二手房出售-立汤路"
"616","西环里低楼层装修好产权清晰",46091,"51","237","2室1厅1卫","简单装修","共5层","南向","西环里-昌平县城二手房出售-西环路"
"617","北七家宏福苑小区多层4楼，全南一居",21428,"56","120","1室1厅1卫","简单装修","中层（共6层）","南向","羊各庄新村-北七家二手房出售-定泗路"
"618","业主着急出国 此房只剩10天 价格美丽",21083,"90","190","2室1厅1卫","毛坯","中层（共10层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"619","昌平县城 60平米220万满五中楼层低首付",36666,"60","220","2室1厅1卫","简单装修","高层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"620","北京湾类独栋 私密性较强 诚信出售 主要的房子没有税 靠谱",29333,"375","1100","5室3厅4卫","毛坯","地下（共2层）","南向","北京湾-南口二手房出售-雪上路"
"621","香江联排别墅房本面积316平米 前后花园280平米全明地下室",25000,"360","900","5室2厅5卫","毛坯","共3层","南向","香江别墅-阳坊二手房出售-镇百葛路366号"
"622","性价比ZUI高的一套独栋 低于同户型独栋300万1950万",40000,"500","2000","5室2厅6卫","毛坯","地下（共2层）","南向","中海尚湖世家-沙河二手房出售-于新庄路"
"623","超值*白各庄精装阁楼性价比超高欢迎了解",14788,"71","105","1室1厅1卫","精装修","高层（共11层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"624","城建龙樾华府 北五环城市别墅区 清盘在即 总价1350万起",50000,"270","1350","4室2厅3卫","精装修","共4层","南向","北京城建龙樾...-沙河二手房出售-北清路"
"625","花雨汀顶层改成复式4居3卫，业主诚心出售",39563,"136","540","4室2厅2卫","精装修","低层（共8层）","南北向","花雨汀-昌平县城二手房出售-中兴路17号"
"626","出售白各庄精装一居室 纯南户型  随时看房",20163,"61","123","1室1厅1卫","精装修","低层（共19层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"627","二十一世纪好房源  保利罗兰香谷 1室1厅 300万",50000,"60","300","1室1厅1卫","精装修","高层（共14层）","西南向","保利罗兰香谷-沙河二手房出售-沙阳路34号"
"628","金科帕提欧 温泉电梯洋房 楼层好视野宽97平直售满五",35051,"97","340","2室2厅1卫","精装修","低层（共9层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"629","西环里一层带小院 总价210万看房有钥匙",38888,"54","210","2室1厅1卫","简单装修","低层（共6层）","南向","西环里-昌平县城二手房出售-西环路"
"630","巩华家园红楼一居室53平米138万靠谱卖，急售看房随时",26037,"53","138","1室1厅1卫","简单装修","中层（共18层）","南北向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"631","白各庄小区房主诚心出售 观景房 128平 大三居 便宜出售",25234,"128","323","3室1厅2卫","豪华装修","低层（共18层）","南北向","羊各庄新村-北七家二手房出售-定泗路"
"632","白各庄新村 业主自住精装修一层带地下 送全套家具价格可谈",18181,"110","200","2室2厅2卫","精装修","低层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"633","朱辛庄地铁900米精装电梯房15万/套，投 资回 报率高",27659,"47","130","1室1厅1卫","精装修","中层（共6层）","南北向","朱辛庄北区-沙河二手房出售-朱辛庄东路"
"634","西环里 两居室 房子地理位置优越 交通方便 业主靠谱出租",44285,"42","186","1室1厅1卫","简单装修","中层（共6层）","南向","西环里-昌平县城二手房出售-西环路"
"635","绿城阳光100平米125万，南北通透大两居，靠谱卖，急售",20833,"60","125","2室1厅1卫","精装修","共3层","南北向","五福家园-沙河镇二手房出售-百沙路199号"
"636","出售白各庄精装大三居  南北通透  随时看房",19523,"105","205","3室1厅1卫","精装修","高层（共19层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"637","巩华家园红楼两居室53平米130万，靠谱卖，急售仅此一套",24528,"53","130","1室1厅1卫","简单装修","低层（共18层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"638","好消息 昌平县城商业核心位置 48平60万 大产权可办公现房",33333,"15","50","1室1厅1卫","精装修","高层（共10层）","南向","昌平市政家属...-沙河镇二手房出售-昌平区石灰厂路"
"639","硅谷SOHO大产权，复式4米2五证齐全，下独立房本均价2万6",33000,"60","198","1室1厅1卫","毛坯","中层（共18层）","南向","水屯家园-回龙观二手房出售-水南路"
"640","昌平大产权精装现房，民水民电，昌平核心地段，新开盘10层电梯",33333,"15","50","1室1厅1卫","精装修","高层（共10层）","南向","昌平区教育局...-昌平县城二手房出售-政府街"
"641","真实价格，真是面积，真实楼层，真实照片，都是真实的",37440,"58","220","2室1厅1卫","精装修","共3层","南北向","灰厂路社区-昌平县城二手房出售-昌平区灰厂路"
"642","纳帕澜郡 新小区 南北电梯3居 眼镜房 精装修 机.会",31654,"139","440","3室2厅2卫","精装修","高层（共16层）","南北向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"643","兆丰家园两居室85平米看房随时，仅此一套，业主换房急售，急售",22352,"85","190","2室1厅1卫","精装修","中层（共18层）","南北向","兆丰家园东区-沙河二手房出售-高教园南三街"
"644","雅居126平大三居130万精装修采光好",22500,"60","135","3室2厅2卫","精装修","高层（共6层）","南北向","巩华家园西二...-沙河二手房出售-顺沙路8号"
"645","昌平沙河，蓝天家园电梯房一居室现房出售，71平65万，",23239,"71","165","1室1厅1卫","精装修","中层（共6层）","西向","五福家园-沙河镇二手房出售-百沙路199号"
"646","沙河北大桥启航公寓特价房30平米10.8万。业主急售，包租",25000,"10","25","1室1厅1卫","精装修","中层（共6层）","南北向","沙河生产宿舍-沙河二手房出售-巩华城大街58号"
"647","，精装送全套家具家电，开间仅15万起！返租一千五！",27567,"37","102","1室1卫","精装修","低层（共6层）","南北向","朱辛庄北区-沙河镇二手房出售-朱辛庄东路"
"648","景区内精装电梯房，全款15万套30平，年返租百分之十",24000,"10","24","1室1厅1卫","豪华装修","共5层","南北向","昌平镇市政宿...-昌平县城二手房出售-昌平区南环路"
"649","业主着急换房腾资格 急售 精装联排边户别墅 原值高 仅契税",46332,"259","1200","5室2厅3卫","豪华装修","共3层","南北向","中海瓦尔登湖-沙河二手房出售-定泗路"
"650","青年社区现房，酒店式公寓，投z自住优选，二层北向17.5万",22000,"10","22","1室1厅1卫","精装修","中层（共6层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"651","全实拍图片 特价14万5一套起 现房 精装送家电家具",33783,"37","125","1室1厅1卫","精装修","低层（共6层）","南北向","朱辛庄北区-沙河二手房出售-朱辛庄东路"
"652","东临地铁站，西接京藏高速，全款仅14万一套，投 资首 选！",26486,"37","98","1室1卫","精装修","高层（共6层）","南北向","朱辛庄北区-沙河镇二手房出售-朱辛庄东路"
"653","245平独栋别墅，院300平，285万房主急售",20000,"150","300","5室3厅5卫","精装修","共3层","南北向","南口别墅-南口二手房出售-亭北路"
"654","巩华家园红楼一居室53平米130万，靠谱卖，急售急售",24528,"53","130","1室1厅1卫","简单装修","低层（共18层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"655","西环里 四居室带独立客厅 单价低 房主自住免装修 配套齐全",30894,"123","380","4室1厅2卫","精装修","中层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"656","西环里温馨一居首付50万随时看房月供低楼层",48611,"36","175","1室1厅1卫","精装修","共5层","南向","西环里-昌平县城二手房出售-西环路"
"657","(出售) 水岸庄园 南北通透两居居 70年电梯房",20408,"98","200","2室2厅1卫","精装修","中层（共6层）","南北向","兆丰家园西区-沙河二手房出售-高教园南三街"
"658","纳帕澜郡 精装修 68平255万南向",37204,"68","255","1室11厅1卫","精装修","高层（共15层）","南向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"659","珠江紫宸山四期804平家族独业主着急出国 仅2550万 无税",32338,"804","2600","8室2厅8卫","毛坯","共4层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"660","宏福苑小区精装修全南两居室98平米220万看房方便",22448,"98","220","2室1厅1卫","精装修","低层（共17层）","南向","顺玮阁小区-北七家二手房出售-定泗路"
"661","688平米，小花园的1850万，大花园1900万，，详情请致",38000,"500","1900","5室2厅5卫","精装修","共3层","南向","中海尚湖世家-沙河镇二手房出售-于新庄路"
"662","中海尚湖世家 叠拼别墅 精装修 仅售960万 业主诚信出售",43636,"220","960","4室2厅4卫","精装修","共3层","南向","中海尚湖世家-沙河二手房出售-于新庄路"
"663","西环里小区 房龄新 两室带独立客厅 诚心出售",29611,"103","305","2室2厅1卫","精装修","低层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"664","昌平县城，西环里小区，成本价， 看房方便，中间楼层，交通便利",37662,"77","290","2室1厅1卫","精装修","中层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"665","宏福苑南二区一居室出售，价格合理，中间楼层，看房随时",17605,"71","125","1室1厅1卫","简单装修","中层（共18层）","南向","羊各庄新村-北七家二手房出售-定泗路"
"666","白各庄新出好房交通便利社区安全精装修业主自住",20666,"75","155","2室1厅1卫","精装修","低层（共10层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"667","精装联排 超大花园 业主诚信出售  看房方便 送露台 急售",36190,"210","760","5室2厅3卫","精装修","共3层","南向","宜山居(别墅...-南邵二手房出售-南环南路"
"668","西环里小区精装两居室中间楼层采光好不临街",39166,"60","235","2室1厅1卫","精装修","中层（共6层）","南向","西环里-昌平县城二手房出售-西环路"
"669","全新装修未住 带电梯 带泳池 地缘热泵 有钥匙看房随时",37352,"340","1270","4室3厅3卫","精装修","共2层","南北向","顺驰林溪-沙河镇二手房出售-顺沙路"
"670","低于市场20万 装修花了30万 室内5米 户型好 有",30938,"100","310","2室2厅1卫","精装修","共5层","南北向","西环里-昌平县城二手房出售-西环路"
"671","西环里 220万2居室",36857,"59","220","2室1厅1卫","精装修","中层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"672","特价房 翠湖新城 110平米85万大两居室 有天然气",20000,"50","100","2室1厅1卫","精装修","高层（共6层）","南北向","五福家园-沙河二手房出售-百沙路199号"
"673","房源真实 245平米别墅 带300平小院 带装修现房285万",12127,"235","285","4室3厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"674","特价新盘 别墅220平158万起现房 休息度假 旅游好地方",16800,"100","168","3室2厅2卫","毛坯","共3层","南向","南口别墅-南口二手房出售-亭北路"
"675","巩华家园红楼两居室215万靠谱卖，机会难得，急售靠谱出售",25595,"84","215","2室1厅1卫","简单装修","中层（共18层）","南北向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"676","西环里南北两居有小院和客厅看房有钥匙",42745,"51","218","2室1厅1卫","简单装修","共5层","东向","西环里-昌平县城二手房出售-西环路"
"677","宏福苑西白各庄 婚房大三居 业主诚意出售",23863,"132","315","3室2厅1卫","简单装修","中层（共17层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"678","昌平小汤山别墅178万一套，天然气入户，交通便利，环境好",8476,"210","178","3室2厅2卫","简单装修","共2层","南北向","颐园庄园-小汤山二手房出售-九华山庄北2000米"
"679","业主置换腾资格  玫瑰园3期精装大独栋 花园500平米",51030,"388","1980","5室3厅4卫","精装修","共4层","东西向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"680","香江别墅区 一期独栋中性价比ZUI高的一套 仅售1450万",40277,"360","1450","4室2厅4卫","精装修","共3层","南向","香江别墅-阳坊二手房出售-镇百葛路366号"
"681","急售白各庄精装二居室 电梯房  户型好 随时看房",19512,"82","160","2室1厅1卫","精装修","中层（共19层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"682","白各庄新出好房精装修环境好设施完善",23275,"58","135","1室1厅1卫","精装修","低层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"683","香江别墅 小区环境非常优美 看房方便 业主随时配合 看房签约",30303,"330","1000","5室2厅5卫","毛坯","共3层","南向","香江别墅-阳坊二手房出售-镇百葛路366号"
"684","西环里，1996年建房，公积金25年，首付80万，精装修",36842,"76","280","2室1厅1卫","精装修","高层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"685","特价房《水岸庄园》地 铁附近 110平米170万大两居室急售",18000,"50","90","2室1厅1卫","精装修","高层（共6层）","南北向","五福家园-沙河二手房出售-百沙路199号"
"686","昌平南口独栋别墅168万一套200平米,超大私家花园青山绿水",8400,"200","168","4室3厅4卫","精装修","共2层","南北向","盛世庄园-南口二手房出售-流村环岛北1000米"
"687","宏福苑小区、南向一居室、彩光好、户型方正、价格便宜",22592,"54","122","1室1厅1卫","精装修","中层（共18层）","南向","羊各庄新村-北七家二手房出售-定泗路"
"688","昌平小汤山别墅178万一套，天然气入户，交通便利，环境好",8476,"210","178","3室2厅2卫","简单装修","共2层","南北向","颐园庄园-小汤山二手房出售-九华山庄北2000米"
"689","158万套起，南口景区的木屋别墅，环山绕水送超大院子",13333,"150","200","3室2厅2卫","精装修","共2层","南向","南口别墅-南口二手房出售-亭北路"
"690","刚刚降的价格 林溪精致双拼 观景位置 花园300平米 随时看",25773,"388","1000","4室2厅3卫","豪华装修","共3层","南北向","顺驰林溪-沙河镇二手房出售-顺沙路"
"691","出售白各庄精装一居室 纯南户型  随时看房",19827,"58","115","1室1厅1卫","精装修","中层（共13层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"692","公积金评估1998年，房龄新，中间楼层三层，看房方便",32258,"65","210","2室1厅1卫","简单装修","中层（共6层）","东南向","西环里-昌平县城二手房出售-西环路"
"693","西环里使用面积大房龄新看房有钥匙",44000,"45","198","2室1厅1卫","精装修","低层（共6层）","南向","西环里-昌平县城二手房出售-西环路"
"694","独栋 业主自己改造的房子 改的非常不错 中式风格 诚信出售",30000,"500","1500","6室3厅4卫","豪华装修","共2层","南向","观山悦别墅-阳坊二手房出售-水库路19号"
"695","超房源震撼价格拒绝观望",34165,"119","408","2室2厅2卫","精装修","高层（共8层）","南北向","北京太阳城-小汤山二手房出售-立汤路30号"
"696","沙河地铁站绿城雅居小一居，47.4平。52万安家正规小区",17931,"29","52","1室1厅1卫","精装修","高层（共6层）","北向","兆丰家园东区-沙河二手房出售-高教园南三街"
"697","绿城雅居90万95.14平大两居南北通透双卫急急急",30000,"30","90","2室1厅1卫","精装修","中层（共6层）","南北向","兆丰家园东区-沙河二手房出售-高教园南三街"
"698","沙河水库边水岸庄园精装修电梯房带阁楼166平250万",25000,"100","250","3室1厅1卫","精装修","中层（共12层）","南北向","兆丰家园西区-沙河二手房出售-高教园南三街"
"699","沙河水库边水岸庄园精装修电梯房带阁楼166平250万",25000,"100","250","3室1厅1卫","精装修","中层（共12层）","南北向","兆丰家园西区-沙河二手房出售-高教园南三街"
"700","急售急售沙河附近巩华新村南北通透精装两居室，随时看房签约过户",20000,"90","180","2室1厅1卫","精装修","中层（共17层）","南北向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"701","临近沙河地铁翠湖湾中等装修南北通透二居室82平110万",17926,"82","147","3室1厅2卫","精装修","高层（共6层）","南北向","兆丰家园西区-沙河二手房出售-高教园南三街"
"702","新新公寓 临公园 朝南观景 中楼层两居室",39814,"108","430","2室1厅1卫","精装修","中层（共22层）","南向","新新公寓-昌平县城二手房出售-政府街6号"
"703","铁佛庵小区 中间楼层 南北通透 小两居室",40000,"64","258","2室1厅1卫","精装修","中层（共6层）","南北向","铁佛庵小区-昌平县城二手房出售-东环路"
"704","坐落于景区里的房子，投Z养老首 选，全款15万套，可返租",24000,"10","24","1室1厅1卫","豪华装修","中层（共6层）","南北向","昌平镇市政宿...-昌平县城二手房出售-昌平区南环路"
"705","青年社区电梯房，全款仅14.5万套，即买即住，有集体房本",31500,"10","31.5","1室1厅1卫","精装修","低层（共6层）","南北向","农学院家属院-回龙观二手房出售-北清路"
"706","景区公寓12万一套起，完善小区，附近还有花海，水库，农家乐",33900,"10","33.9","1室1卫","精装修","共5层","东南向","泰胡路小区-其他二手房出售-泰胡路22号"
"707","12万把家安家在十三陵景区，集体大产权，开发商可返租",16666,"30","50","1室1厅1卫","精装修","共5层","南北向","峥仁公寓-昌平县城二手房出售-弘大路"
"708","180平双拼别墅240万，50年院300平精装许，仅此一套",19230,"130","250","3室3厅3卫","简单装修","共3层","南北向","南口别墅-南口二手房出售-亭北路"
"709","昌平别墅，规模大，环境很好，146平米，院子300平米左右",20204,"98","198","4室3厅2卫","毛坯","共1层","南向","南口别墅-南口二手房出售-亭北路"
"710","安家在昌平景区12万，集体大产权，开发商可返租",16666,"30","50","1室1厅1卫","精装修","共5层","南北向","峥仁公寓-昌平县城二手房出售-弘大路"
"711","270平米独栋别墅 房源真实，送300平米庭院，随时交房入住",20625,"160","330","4室3厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"712","南口4A级景区内豪华独栋别墅.欧式风格砖混送花园300平米.",14363,"110","158","3室1厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"713","12万/套！业主急售，白菜价，精装采光好开间，仅此一套。",25000,"10","25","1室1卫","精装修","中层（共6层）","南北向","沙河生产宿舍-沙河二手房出售-巩华城大街58号"
"714","沙河北大桥启航公寓，业主急售30平11.8万，包租1200",25000,"10","25","1室1厅1卫","精装修","中层（共6层）","西向","沙河生产宿舍-沙河二手房出售-巩华城大街58号"
"715","京科苑 房龄新 房主自住装修 内部东西已腾空 有钥匙",38690,"84","325","2室1厅1卫","精装修","中层（共21层）","南北向","京科苑-昌平县城二手房出售-昌盛路3号"
"716","西环里 2室1厅 205万 精装修 无税 抓紧了",40338,"49","200","2室1厅1卫","精装修","共5层","南向","西环里-昌平县城二手房出售-西环路"
"717","管厂宿舍 精装修 两居室 南北通透",40455,"58","238","2室1厅1卫","精装修","低层（共6层）","南北向","东关管厂宿舍-昌平县城二手房出售-昌平区管厂路"
"718","出售白各庄精装一居室 纯南户型  随时看房",20689,"58","120","1室1厅1卫","精装修","中层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"719","急售白各庄一居室 电梯房 纯南向 户型好 交通方便",20689,"58","120","1室1厅1卫","精装修","中层（共13层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"720","绿城阳光100平米二楼大两居室125万靠谱卖，急售急售",20833,"60","125","2室1厅1卫","精装修","共3层","南北向","五福家园-沙河镇二手房出售-百沙路199号"
"721","徽派别墅200平200万，燃气入户，真视频图片",13333,"150","200","4室3厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"722","昌平留村独栋别墅森林里的家 山野人家的的生活 远离城市的喧嚣",20000,"120","240","3室2厅3卫","毛坯","共3层","南北向","南口别墅-南口二手房出售-亭北路"
"723","特价 园林圣懋 两室一厅  燃气入户 电梯房 房东诚售",20000,"50","100","1室1厅1卫","精装修","中层（共6层）","南向","五福家园-沙河二手房出售-百沙路199号"
"724","昌平流村 观山别墅235平米200万送320平小院毛坯",12340,"235","290","4室3厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"725","沙河北大桥现房，特价10.8万25平米，五十年产权，",14255,"47","67","1室1卫","精装修","共4层","南北向","五福家园-沙河二手房出售-百沙路199号"
"726","典雅庄园 带电梯 采光充足 360万 精装修 实房拍摄",28800,"125","360","3室2厅1卫","精装修","低层（共9层）","南北向","典雅庄园-小汤山二手房出售-顺沙路81号"
